artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers
Taylor Swift,"no body, no crime (feat. HAIM)",6uwfVkaOM1mcMkFmSn35ix,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Adio,Lotus Rain,0cYf8BBWyP83Q6uxqjkSel,73,1u9z4r9MRMjVc4t2bI2z4W,51,['rain'],267
Ivan Cornejo,Estás en Mí Pasado,6ztAOF9gzTWhF4IHW0Sclj,68,6PH3FLQAxtqYy46Zv08bpV,74,['sad sierreno'],2011460
Benson Boone,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,77,22wbnEMDvgVIAGdFeek6ET,69,['singer-songwriter pop'],774879
Sarah Cothran,As the World Caves In,2xXNLutYAOELYVObYb1C1S,75,3kft86DbqCNr7rjq3pEj0G,56,['gen z singer-songwriter'],289235
Drake,N 2 Deep,34D6FJysnQioVingDKufuf,70,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Lloyd Vaan,Present,6Zrs6gUUaSkM1Z7d0FxOlF,72,3HFWqhd60hrJB8fpyjrTLu,51,['ambient lo-fi'],9631
Travis Scott,Goosebumps - Remix,5uEYRdEIh9Bo4fpjDd4Na9,79,0Y5tJX1MQlPlqiwlOH1tJY,91,"['hip hop', 'rap', 'slap house']",25811811
Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),3jiKUMXqwEodB7gVv1RMZU,75,0du5cEVh5yTK9QJze8zA0C,87,"['dance pop', 'pop']",52829147
Billie Eilish,NDA,38GBNKZUhfBkk3oNlWzRYd,76,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
ENHYPEN,FEVER,0UzymivvUH5s8z4PeWZJaK,78,5t5FqBwTcgKTaWmfEbwQY9,77,"['anime', 'k-pop boy group']",7327179
Greta Van Fleet,Light My Love,4iya38ctQ1httyA6NOG9oW,71,4NpFxQe2UvRCAjto3JqlSl,66,"['modern blues rock', 'modern hard rock', 'rock']",2494542
SZA,I Hate U,5dXWFMwD7I7zXsInONVl0H,71,7tYKF4w9nC0nq9CsPZTHyP,88,"['pop', 'r&b', 'rap']",16491080
Marc Seguí,Tiroteo - Remix,4OwhwvKESFtuu06dTgct7i,83,5FQ8tBUtIamA2hRtatrYUF,64,['spanish pop'],126588
Polo Gonzalez,Tan Solo Morro,0KUPRHjyvFMnl4XLN3q1S1,73,0OpXeanba0vYnyoft00BP6,63,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",607985
Pi’erre Bourne,Drunk And Nasty (feat. Sharc),1lAJUXyP5S2dUYHer1xBas,71,3x3jSlhyv5CiCZDZlaTq0M,61,['melodic rap'],955674
The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0c34ovpXiMWWUbKX0IavIH,72,2tIP7SsRs7vjIcLrU85W8J,80,['australian hip hop'],4982947
Taylor Swift,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Stephanie Beatriz,The Family Madrigal,4b1yxSdlumA8N4fEk4UOZp,71,5PYToRCsrnvikZg3yl2JMr,62,"['hollywood', 'movie tunes']",43155
Somnolence,Tranquility,6CbPp21JO1ZFFVkP9vism2,73,0np7yt4AmDMRNvEuYgOIXm,51,['white noise'],114
Travis Scott,ESCAPE PLAN,4R67rQNSbbsR4TdUVOIdez,73,0Y5tJX1MQlPlqiwlOH1tJY,91,"['hip hop', 'rap', 'slap house']",25811811
Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,83,7f5Zgnp2spUuuzKplmRkt7,75,"['belgian edm', 'edm', 'pop dance', 'tropical house']",2770532
Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,80,2o5jDhtHVPhrJdv3cEQ99Z,81,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",7186696
Parmalee,Take My Name,7g0Zfd5J6Hzx9M2fRUMuba,68,4TshyQDihSYXSWqvclXl3I,56,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",231115
Young Stoner Life,Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd,71,1xr2G8Hlx4QWmT9HaUbmoO,60,['pop rap'],134224
Taylor Swift,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Neoni,DARKSIDE,6xlOnm5MITIKtixzJW8R0j,77,38wxcfNEqMwuPniHvplin5,67,['dark r&b'],338283
Taylor Swift,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Kay Flock,Is Ya Ready,0KUwCOylcgcDfSyuYNEe3a,70,2AMeiDbfU2vonrTkpXDKUu,63,"['bronx drill', 'melodic drill', 'new york drill']",694444
Taylor Swift,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Kordhell,Live Another Day,34lfu3S4fIcKZRNXzbdbo7,78,2W6WP4pHQTFlbr2z9S4n54,73,['drift phonk'],1058560
Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,75,246dkjvS1zLTtiykXe5h60,87,"['dfw rap', 'melodic rap', 'pop', 'rap']",43027881
Grupo Los de la O,Fuga Pa Cali 2,5IdyvWCaUa7AgTxMsFj0wB,77,1glBi4zyzqaSQoy8ReU0rz,65,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno']",1155141
Alta Elegancia,Amor,0QLthYlRZYAP9iRs9cjmzD,71,7EOpIcFOVG2PedJgVbCHJ2,52,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",102171
Regard,You,2cc8Sw1OnCuA5bV8nqWqpE,74,4ofCBoyEiGSePFAG500xev,66,"['pop dance', 'pop edm', 'slap house', 'uk dance']",231821
Taylor Swift,ivy,43Ykum9T72UOPhBN31grpN,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Chri$tian Gate$,NUMB,1BPBwKueIEMnUcbbs2te7B,71,0OEYE03fBF2VoTBxGuaUxL,63,"['sad rap', 'singer-songwriter pop']",255912
YBN Nahmir,Opp Stoppa,4l8CIibQf8cVk5BcrquSiD,68,3gGUMEwIX6XodWsYEvKSal,61,"['alabama rap', 'rap', 'trap']",3007252
Morgan Wallen,Silverado For Sale,1AGXmKhp5H6d1B2OwZwQdQ,67,4oUHIQIBe0LHzYfvXNW4QM,85,['contemporary country'],7951705
Tito Torbellino Jr,El Vago De Los Nike,2nYAQN9ZGvoED0N4er1Lt1,73,0dXXFVCw0LKzmHFrTLUaQJ,62,"['corrido', 'musica mexicana', 'norteno']",1306588
Celeste,Strange,7sq2z9oX2S0CvgTqCZ0ko4,74,49HlOY4gkHqsYG9GCuhkcc,59,['british soul'],459265
DaBaby,Masterpiece,26UxwWl9xCb83OynXELJcL,68,4r63FhuTkUYltbVAg5TQnk,78,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",11488907
Egzod,Royalty,7kUljt0NM5sISL3OGNVxYd,82,3exvMmrLV6o4R42YnG3Id6,62,[],118817
SXMPRA,COWBELL WARRIOR!,3yMrcqveZ2DrWBYJbDsous,75,14uo609t1MvRGZcskySt9R,64,['drift phonk'],227603
Three Peels,White Noise Waterfall,5WkRINJDHP7zdAo45F1bJb,73,550PiaxNneb0AaqPp7sWWS,56,['white noise'],123
Drake,Love All (with JAY-Z),4VCbgIdr8ptegWeJpqLVHH,71,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Taylor Swift,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Billie Eilish,I Didn't Change My Number,7bcy34fBT2ap1L4bfPsl9q,74,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
Tory Lanez,‘87 Stingray,17sPXQa8bT24ToCYHXuQXI,71,2jku7tDXc6XoB6MO2hFuqg,80,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",6253762
Rio Romeo,Butch 4 Butch,1ztwML7G0PytrYEUE0XTa1,70,22y08IZx7u6SWpsfap1Cub,65,"['pov: indie', 'weirdcore']",241523
Diane Guerrero,What Else Can I Do?,3XoYqtiWHhsk59frZupImG,71,18MFcGBHtyW0mU3ufcm0X1,57,['movie tunes'],7709
Ivan Cornejo,Llamadas Perdidas,3KrbX6XhTdxeIckOgjygMc,68,6PH3FLQAxtqYy46Zv08bpV,74,['sad sierreno'],2011460
Sadie Jean,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,72,0sMAHzxguan2KpnKFZPW2d,63,"['alt z', 'singer-songwriter pop']",192007
Billie Eilish,Your Power,042Sl6Mn83JHyLEqdK7uI0,75,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,68,3bhu7P5PfngueRHiB9hjcx,61,['modern blues rock'],589095
Cardi B,Up,1M4OcYkxAtu3ErzSgDEfoi,71,4kYSro6naA4h99UJvo89HB,78,"['pop', 'rap']",22876493
Junior H,1004 KM,54udnumOCHpq4SRpbKleat,74,7Gi6gjaWy3DxyilpF1a8Is,88,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",12344201
Zinan,Voltage Dreams,4YPTI6iWXVTGIzDLKvInM0,73,53Ogdlq3YW29r02FV64tYH,54,['rain'],685
Sleepy Mood,Rainy Mood,5jyrtNJBcaFkNyS4yPixkI,74,3HkwYBXLxmRKfWOkaknVQ7,54,['rain'],472
Cochren & Co.,Church (Take Me Back),02RCTBFKyLaECOTgfr0zTM,70,50hkKRxo0g8Ck4JqlwoJr4,59,['ccm'],60512
DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,70,4r63FhuTkUYltbVAg5TQnk,78,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",11488907
Mad Tsai,killer queen,0qo1JukfClmpHnUOJxpFXi,71,5C2iFRY2UldL2hv9THw4aB,55,"['bedroom pop', 'pov: indie']",360775
Pooh Shiesty,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,67,5F1aAS1duwlzExnPs3l2Xe,67,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",1381665
Tory Lanez,Y.D.L.R.,0ZHLqpysyyJil6TlEJAZY9,70,2jku7tDXc6XoB6MO2hFuqg,80,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",6253762
Taylor Swift,cowboy like me,52OkpDsU6MmPx1AwGOb6Ap,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Kelly Clarkson,It's Beginning to Look a Lot Like Christmas,0TN4LrBEiaXc7BWfC77Nt3,72,3BmGtnKgCSGYIUhmivXKWX,81,"['dance pop', 'pop', 'talent show']",10295637
Kaden MacKay,Passing Through (Can't the Future Just Wait),2lXqwlG8za1sWKgHRwEiEC,70,3pvdhTDfKYnjDZ0R41qY3x,50,"['pixel', 'pov: indie']",77886
Pentatonix,Wonderful Christmastime,7CxxSyJcOhLSbMLrbm2bjT,75,26AHtbjWKiwYzsoGoUZq53,80,"['a cappella', 'viral pop']",3678599
"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),3JJL91ilRV6fXhKqu0FGXs,69,4V8LLVI7PbaPR0K2TGSxFF,83,"['hip hop', 'rap']",13526376
Alvedon,retire (final),1hwX5UMu9aUV44INM8GdPv,71,6nFwmnSA3mMtoePROXi5LT,50,['ambient lo-fi'],13671
Morgan Wallen,Still Goin Down,2Qz8kpCjxulML39zB6gQxY,67,4oUHIQIBe0LHzYfvXNW4QM,85,['contemporary country'],7951705
Rauw Alejandro,Aquel Nap ZzZz,5bQLsyTrUaMQRfr6whwGe5,75,1mcTU81TzQhprhouKaTkpq,86,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19901196
Polo G,Partin Ways,5Y3ID1NKAg8qydyVCrM7ji,68,6AgTAQt8XS6jRWi4sX7w49,80,"['chicago rap', 'rap']",10554297
Yeat,Mad bout that,5WxNSKI7ytrB8InLs6ehgr,70,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Yeat,U could tëll,4QDkb8jDDi2M9MWyQbF6UL,69,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",4yNoUQkYf1QF8iYlEzNynH,68,0Njy6yR9LykNKYg9yE23QN,67,"['florida drill', 'florida rap', 'southern hip hop']",942284
Justin Moore,We Didn't Have Much,0Iuw6WPws324i7G7sCejTX,67,30e8DmahrEamvLbFRPdWmk,61,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",1828760
Ashe,Moral of the Story (feat. Niall Horan) - Bonus Track,5v6qYImm5k36GHlFxdEZyv,75,6P5NO5hzJbuOqSdyPB7SJM,68,['alt z'],1525994
Taylor Swift,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),2RJnNdu4pb3MypbBroHU0T,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Taylor Swift,happiness,55Vf4bimc1Rtfg0PAQRAo2,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Taylor Swift,If This Was A Movie (Taylor’s Version),0kAZ3H6G9Zac4PMpmobMkj,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Saweetie,Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,72,6cK3NBO6uP7hh0oyuVELFl,67,"['cali rap', 'trap queen']",2002525
Treaty Oak Revival,Ode To Bourbon,4kvCtReby19JPkePLwy8Pq,66,3444S3C4U9Ts86BnCtSPRV,63,['texas country'],63271
Jason Aldean,If I Didn’t Love You,7IYoh1u7dFM1xIWSEYd5B8,67,3FfvYsEGaIb52QPXhg4DcH,71,"['contemporary country', 'country', 'country road', 'modern country rock']",6381908
Universal Waves,The Dark White Noise,0Se7OnifRxYPVsimoV1Yyb,71,1J9iGTlSe1UKgzNbILBnL8,54,"['color noise', 'white noise']",219
girl in red,midnight love,32XaqPVTVkkuOiOPQZ3SpA,73,3uwAm6vQy7kWPS2bciKWx9,74,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",6733783
Taylor Swift,coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Noah Kahan,Someone Like You (feat. Joy Oladokun),0hiHNxqKGf3GZgVTIOAiiK,69,2RQXRUsr4IW1f3mKyKsy4B,84,['pov: indie'],1796569
Taylor Swift,22 (Taylor's Version),2T9WeqSMJJb8YBDHPYGU4p,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
La Santa Grifa,Amnesia,2CRXFBkRh0V7FZL5kuiqdO,76,1oH2B8tcHn4Gpl2bmmyd4A,72,"['mexican hip hop', 'sad sierreno', 'tamaulipas rap']",4895954
Taylor Swift,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Taylor Swift,marjorie,5uICWmZTLkpEVbK22PBP6e,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Sleepy Hallow,Low Key (Bonus),6iSgJHz6m1XOszvVuBVnqs,68,6EPlBSH2RSiettczlz7ihV,74,"['brooklyn drill', 'nyc rap']",1691472
Travis Scott,MAFIA,08F16baYbciTva9P4BvpiI,72,0Y5tJX1MQlPlqiwlOH1tJY,91,"['hip hop', 'rap', 'slap house']",25811811
Oliver Tree,Life Goes On,0eu4C55hL6x29mmeAjytzC,76,6TLwD7HPWuiOzvXEa3oCNe,71,['alternative hip hop'],2382084
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Jordana,Better in the Dark,3SeDS5sSoWnwAZvVgkdKzf,68,5Bw9kFNhy019e4IBCJZlzw,56,['modern indie pop'],79714
Kelly Clarkson,Glow,4nEJzW7MkSF8ojY7WJnoPt,70,3BmGtnKgCSGYIUhmivXKWX,81,"['dance pop', 'pop', 'talent show']",10295637
Young Stoner Life,Ski,6755DFiZ7CWe2WMdTGW5C1,68,1xr2G8Hlx4QWmT9HaUbmoO,60,['pop rap'],134224
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),7l2tmgUhV7Y2aJHjiszifg,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Big Scarr,"SoIcyBoyz 2 (feat. Pooh Shiesty, Foogiano & Tay Keith)",12DNxMLgOdNTjChoV9ynNY,66,579LsvZcRVKtToYjS0tkKz,62,['memphis hip hop'],419949
Calibre 50,A La Antigüita,798ahLNEcoFER7Vywg1FMT,77,4jogXSSvlyMkODGSZ2wc2P,73,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",10884242
BigXthaPlug,Feeling Like Dennis,4uf7osy1qeGgYkft0Bbtoa,66,6qxpnaukVayrQn6ViNvu9I,72,['southern hip hop'],308405
Taylor Swift,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Chris Young,Famous Friends,00KyYtT6NaXwbPecina5Pj,67,4BYxqVkZyFjtik7crYLg5Q,64,"['contemporary country', 'country', 'country road']",2777897
Pure Relaxing Vibes,Thunder and Rain Sounds for Sleep,1IPWimN1vmECIFzZbhzuSk,69,4XdPbkEAdTU7KDmfOCIakS,67,['rain'],11722
Isaiah Rashad,Headshots (4r da Locals),0xta6Gah3inmeHbj0e3F9a,69,6aaMZ3fcfLv4tEbmY7bjRM,67,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",1368328
Nardo Wick,Wicked Witch,6TNkJPyBho8mQE6IziibHu,66,0Njy6yR9LykNKYg9yE23QN,67,"['florida drill', 'florida rap', 'southern hip hop']",942284
tana,Antisocial (feat. Slump6s),4KBJ6dFxtup8Ku4uQZcPQ8,68,1xgl9yxqIVq8PEEMai38uV,57,['hyperpop francais'],341670
Bailey Zimmerman,Change,5GqFHxvAVUmZPdAFj6THjD,67,3win9vGIxFfBRag9S63wwf,73,"['contemporary country', 'modern country pop']",822535
Peso Pluma,Lo Que Me Das,5rGJkSCM6ZDi69eZb7qoNx,70,12GqGscKJx3aE4t07u7eVZ,90,"['corridos tumbados', 'sad sierreno']",10051151
Money Man,Numb To The Pain,7gOet4GlrG2zqDrFN4s7BL,67,3Rx4PJ7SP6unkOk5elPUK7,67,"['memphis hip hop', 'southern hip hop', 'trap']",579679
Eyedress,Body Dysmorphia,3QVa3D6QaQy0b0foOAYDuy,70,3XxNRirzbjfLdDli06zMaB,74,"['noise pop', 'pov: indie']",1605090
Sam Hunt,23,4PuAqZlL1tkidkuxfDlLbF,67,2kucQ9jQwuD8jWdtR9Ef38,67,"['contemporary country', 'country', 'country pop', 'modern country rock']",2305914
Sanctus Real,My God Is Still The Same,18QN5s8wxFP61qsKPLiBue,69,6QgOGgahvXBHEEzpjbDsOj,58,"['ccm', 'christian alternative rock', 'christian music']",327867
Brent Faiyaz,MERCEDES,0tkgmjBMU6qSxolAKB3f2H,68,3tlXnStJ1fFhdScmQeLpuG,83,"['r&b', 'rap']",5147389
Bo Burnham,Welcome to The Internet,3s44Qv8x974tm0ueLexMWN,71,2Waw2sSbqvAwK8NwACNjVo,66,"['comic', 'pov: indie']",1815464
KAROL G,200 COPAS,0aZnyTWJNgdzYoOiaW8HKG,77,790FomKkXshlbRYZFtlgla,89,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",42731016
Yeat,Swërved It,6GukTiiz6sGrXEHPEqsD5Y,70,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Rauw Alejandro,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,76,1mcTU81TzQhprhouKaTkpq,86,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19901196
Marca MP,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,74,44mEtidu0VdRkIqO4IbkNa,67,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",2189604
Billie Eilish,Getting Older,4HOryCnbme0zBnF8LWij3f,73,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,81,4pnp4w9g30yLfVIAFnZMRd,64,"['pop dance', 'tech house']",110369
Jack Harlow,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,69,2LIk90788K0zvyj2JJVwkJ,84,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3279412
Hayden Coffman,Better Off,5KcBudCONtFGSI4c9YAH5u,67,5p7Ph7LBiVb8cUCCSGq5aF,53,['modern country pop'],41466
Natanael Cano,Diamantes,0JDrG1g5HXbfgGtRKT0ofH,78,0elWFr7TW8piilVRYJUe4P,85,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",10046587
Dan + Shay,"10,000 Hours (with Justin Bieber)",4j5ffIFh7bFT7GZciP1TCy,73,7z5WFjZAIYejWy0NI5lv4T,71,"['contemporary country', 'country', 'country road']",3101223
OneRepublic,Run,6KL88T4Ma4ABXqzgUoEwkd,76,5Pwc4xIPtQLFEnJriah9YJ,81,"['piano rock', 'pop']",16584990
Stellar,El Dorado,3p94RpSxQdZocUfrzpemmm,71,5yw4tA8D5uG7tT3NaDvq10,65,['social media pop'],523675
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,76,0GM7qgcRCORpGnfcN2tCiB,77,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",1878953
Lovejoy,One Day,58U47mHjyLwUwJZ7voUt15,70,33tFkBLsl6f8TjKkV0uF0C,67,"['pixel', 'pov: indie']",1464041
Latto,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,69,3MdXrJWsbVzdn6fe5JYkSQ,80,['trap queen'],1357952
Rainded,Dreamy Rain,0oSU0oQ4xp3H6sMh1In9W8,73,0fHeyixPnac66k5oBPclVW,51,['rain'],264
KAROL G,SEJODIOTO,704LUEih663hiE3CnyUrFW,76,790FomKkXshlbRYZFtlgla,89,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",42731016
Giveon,Still Your Best,6qvtoU0gbkaOcTx6mnVDgV,70,4fxd5Ee7UefO4CUXgwJ7IP,75,['r&b'],3399340
Videoclub,Amour plastique,269XSeQhDrWEotMALJaACW,78,3rp4f58JlRHkk8hpdLCer1,61,"['french indie pop', 'french synthpop']",480731
Drake,Fountains (with Tems),08XWh5c0BMyD1nKVxxl91z,73,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Billie Eilish,Therefore I Am,20R4HfKloPKgXDqU7UKk3x,74,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
KANKAN,Goin' To Hell,3opC4kS9RpbNJw7aORFmGF,69,7tFehEdzjjoeiwUExR89qs,60,"['pluggnb', 'rage rap']",313717
Taylor Swift,long story short,5VYWxXUpxuxEmCqMLDqICo,71,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Nathan Evans,Wellerman - Sea Shanty,54OBgO0Xwu20Jak9TMXbR7,75,1PKErrAhYFdfrDymGHRQRo,60,[],377429
Megan Thee Stallion,Kitty Kat,6DoGtGyDgv5mVxeCpP92tX,69,181bsRPaVXVlUKXrxwZfHK,76,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8298758
LUCKI,Greed (feat. Lil Yachty),2AhAhd9BiyydtKq2hMdb7Q,66,5tQMB0cuNXdCtzovGt55uD,74,['plugg'],738331
Baby Keem,hooligan,3diZz7nVRbyuvAXSW7hzI7,68,5SXuuuRpukkTvsLuUknva1,77,"['hip hop', 'rap']",1939858
Yeat,Money Twërk,5swUIbecpzLt2yR8gTsx0b,68,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
ASTN,Happier Than Ever,7es56D0QedGMsK39wl2yFX,73,7zkwepHPyac6tCYl0fL0co,58,['bedroom soul'],300584
347aidan,MEMORIES!,27XMmSWSOXJ7eVb40tH93T,73,0bBz5bRBkExaej2HxtVfCw,62,['sad rap'],458190
Kelly Clarkson,Christmas Eve - Bonus Track,53Th3IZ5xqwoETVVEEozdg,71,3BmGtnKgCSGYIUhmivXKWX,81,"['dance pop', 'pop', 'talent show']",10295637
Tones And I,Dance Monkey,2N8m6CYs74qQO4mjVcXO30,77,2NjfBq1NflQcKSeiDooVjY,67,['australian pop'],3000803
Larry Fleet,Where I Find God,6jhLdxpo93lXFaJwX7znaa,66,6MWr1SmTaCU5BJzOZxwJEw,57,['modern country pop'],107684
Morgan Wallen,Livin’ The Dream,3O9lWje3TSupR4vObAg9Yu,66,4oUHIQIBe0LHzYfvXNW4QM,85,['contemporary country'],7951705
Meghan Trainor,My Kind Of Present,3LOfU1kaplBBNd2jeiGa0N,68,6JL8zeS1NmiOftqZTRgdTz,78,"['hip pop', 'pop']",14354186
Drake,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,69,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Elevation Worship,Jireh (feat. Chandler Moore & Naomi Raine),1goiRWxiG3GTlODrdDZ7NR,69,3YCKuqpv9nCsIhJ2v8SMix,71,"['ccm', 'christian music', 'world worship', 'worship']",2878458
Smiley,Over The Top (feat. Drake),22ruOqBqBRiZDiXFud4OXa,69,6jeg7JBX9J9097esK752iR,50,['canadian hip hop'],38594
Niko Moon,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,66,6Rw7DRa1dzChBvxGPCpOxU,52,[],106717
Carin Leon,Qué Más Puedo Pedir - Bonus Track,2dtwxFjUGeoMO4Y2Zy9sW2,76,66ihevNkSYNzRAl44dx6jJ,85,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",9385747
Bleed The Wicked Menace,In The Dark,2Zk3NTeP14Mc0Ub8xemjT4,69,36lCD1wpgG2iZFY57owCNi,57,[],27150
Drake,Race My Mind,2Q3jFbyE61mCjS3SkW4toJ,69,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
KAYTRANADA,Intimidated (feat. H.E.R.),0dFdGPVLs3k0z9ezYWZzUa,73,6qgnBH6iDM91ipVXv28OMu,68,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",1343220
Laura Les,Haunted,1toNKayLMeCcVlsLGXJl7n,69,3sklFG9fuDAq3vbIZlkNH6,54,"['glitchcore', 'hyperpop', 'proto-hyperpop', 'transpop']",132305
Distantic,Watch The Storm,3g8n6JHQDGGjrE27lAtpvn,71,6zA19zdA3bkCzHnAfcwFag,51,['rain'],255
